-3.141592653589793116e+00 -3.141592653589793116e+00 1.252550448783662063e+01
-3.078126135335453650e+00 -3.141592653589793116e+00 1.106635907097425253e+01
-3.014659617081114629e+00 -3.141592653589793116e+00 9.753816893271794797e+00
-2.951193098826775163e+00 -3.141592653589793116e+00 8.587877954729245644e+00
-2.887726580572436141e+00 -3.141592653589793116e+00 7.568542255346620173e+00
-2.824260062318096676e+00 -3.141592653589793116e+00 6.695809795123902397e+00
-2.760793544063757654e+00 -3.141592653589793116e+00 5.969680574061094092e+00
-2.697327025809418188e+00 -3.141592653589793116e+00 5.390154592158190816e+00
-2.633860507555079167e+00 -3.141592653589793116e+00 4.957231849415205893e+00
-2.570393989300739701e+00 -3.141592653589793116e+00 4.670912345832128665e+00
-2.506927471046400679e+00 -3.141592653589793116e+00 4.531196081408962684e+00
-2.443460952792061214e+00 -3.141592653589793116e+00 4.538083056145706173e+00
-2.379994434537722192e+00 -3.141592653589793116e+00 4.691573270042359134e+00
-2.316527916283382726e+00 -3.141592653589793116e+00 4.991666723098919789e+00
-2.253061398029043261e+00 -3.141592653589793116e+00 5.438363415315376592e+00
-2.189594879774704239e+00 -3.141592653589793116e+00 6.031663346691693128e+00
-2.126128361520365218e+00 -3.141592653589793116e+00 6.771566517227744164e+00
-2.062661843266025752e+00 -3.141592653589793116e+00 7.658072926923078505e+00
-1.999195325011686508e+00 -3.141592653589793116e+00 8.691182575775732388e+00
-1.935728806757347265e+00 -3.141592653589793116e+00 9.870895463777449308e+00
-1.872262288503008021e+00 -3.141592653589793116e+00 1.119721159089173135e+01
-1.808795770248668777e+00 -3.141592653589793116e+00 1.267013095695067548e+01
-1.745329251994329534e+00 -3.141592653589793116e+00 1.428965356112326823e+01
-1.681862733739990290e+00 -3.141592653589793116e+00 1.605577939837429113e+01
-1.618396215485650824e+00 -3.141592653589793116e+00 1.796850841900302242e+01
-1.554929697231311581e+00 -3.141592653589793116e+00 2.002783974131892819e+01
-1.491463178976972337e+00 -3.141592653589793116e+00 2.223375220960690868e+01
-1.427996660722633093e+00 -3.141592653589793116e+00 2.458568928979808632e+01
-1.364530142468293850e+00 -3.141592653589793116e+00 2.706876020513522718e+01
-1.301063624213954606e+00 -3.141592653589793116e+00 2.935433211234472139e+01
-1.237597105959615362e+00 -3.141592653589793116e+00 2.992155075153195298e+01
-1.174130587705276119e+00 -3.141592653589793116e+00 2.962626977049363575e+01
-1.110664069450936875e+00 -3.141592653589793116e+00 2.940487792931653743e+01
-1.047197551196597409e+00 -3.141592653589793116e+00 2.932508376331573174e+01
-9.837310329422583877e-01 -3.141592653589793116e+00 2.938557563972267772e+01
-9.202645146879189220e-01 -3.141592653589793116e+00 2.957133551725136655e+01
-8.567979964335799004e-01 -3.141592653589793116e+00 2.982658038409917367e+01
-7.933314781792404347e-01 -3.141592653589793116e+00 2.998820386008208416e+01
-7.298649599249014130e-01 -3.141592653589793116e+00 2.983274601954040506e+01
-6.663984416705619473e-01 -3.141592653589793116e+00 2.940436699212660088e+01
-6.029319234162229257e-01 -3.141592653589793116e+00 2.893551778073748082e+01
-5.394654051618834600e-01 -3.141592653589793116e+00 2.855569219492070587e+01
-4.759988869075444384e-01 -3.141592653589793116e+00 2.830536611941075265e+01
-4.125323686532049727e-01 -3.141592653589793116e+00 2.819538795214335991e+01
-3.490658503988659511e-01 -3.141592653589793116e+00 2.822857184692440313e+01
-2.855993321445264854e-01 -3.141592653589793116e+00 2.840535442769281005e+01
-2.221328138901874638e-01 -3.141592653589793116e+00 2.872501119153642790e+01
-1.586662956358479981e-01 -3.141592653589793116e+00 2.918530457289816127e+01
-9.519977738150853241e-02 -3.141592653589793116e+00 2.978029573503643945e+01
-3.173325912716951080e-02 -3.141592653589793116e+00 3.049338247761174614e+01
3.173325912716995489e-02 -3.141592653589793116e+00 3.127868854764110296e+01
9.519977738150897650e-02 -3.141592653589793116e+00 3.203166329907988796e+01
1.586662956358484422e-01 -3.141592653589793116e+00 3.261787302935994148e+01
2.221328138901874638e-01 -3.141592653589793116e+00 3.302601525354002376e+01
2.855993321445269295e-01 -3.141592653589793116e+00 3.338509432528141474e+01
3.490658503988659511e-01 -3.141592653589793116e+00 3.380825803652698625e+01
4.125323686532054168e-01 -3.141592653589793116e+00 3.434743312518126857e+01
4.759988869075444384e-01 -3.141592653589793116e+00 3.502153152477468012e+01
5.394654051618839041e-01 -3.141592653589793116e+00 3.583719891789017709e+01
6.029319234162229257e-01 -3.141592653589793116e+00 3.679693034208685276e+01
6.663984416705623914e-01 -3.141592653589793116e+00 3.790179207430171715e+01
7.298649599249014130e-01 -3.141592653589793116e+00 3.915231688646976238e+01
7.933314781792408787e-01 -3.141592653589793116e+00 4.054881076871272683e+01
8.567979964335799004e-01 -3.141592653589793116e+00 4.209146744611027202e+01
9.202645146879193661e-01 -3.141592653589793116e+00 4.378041686437732949e+01
9.837310329422583877e-01 -3.141592653589793116e+00 4.561574896212965058e+01
1.047197551196598297e+00 -3.141592653589793116e+00 4.759752701516928397e+01
1.110664069450937319e+00 -3.141592653589793116e+00 4.972579591962073664e+01
1.174130587705276341e+00 -3.141592653589793116e+00 5.200058767125380399e+01
1.237597105959615362e+00 -3.141592653589793116e+00 5.442192512487822142e+01
1.301063624213955272e+00 -3.141592653589793116e+00 5.698982462569727403e+01
1.364530142468294294e+00 -3.141592653589793116e+00 5.970429787091818952e+01
1.427996660722633315e+00 -3.141592653589793116e+00 6.256535323432839846e+01
1.491463178976972337e+00 -3.141592653589793116e+00 6.557299671163028165e+01
1.554929697231312247e+00 -3.141592653589793116e+00 6.872723259620931913e+01
1.618396215485651268e+00 -3.141592653589793116e+00 7.202806396262019462e+01
1.681862733739990290e+00 -3.141592653589793116e+00 7.547549301265925692e+01
1.745329251994329312e+00 -3.141592653589793116e+00 7.906952132313800519e+01
1.808795770248669221e+00 -3.141592653589793116e+00 8.281015002330018149e+01
1.872262288503008243e+00 -3.141592653589793116e+00 8.669737992186877307e+01
1.935728806757347265e+00 -3.141592653589793116e+00 9.073121159802676061e+01
1.999195325011687174e+00 -3.141592653589793116e+00 9.491164546657115864e+01
2.062661843266026196e+00 -3.141592653589793116e+00 9.923868182457185583e+01
2.126128361520365218e+00 -3.141592653589793116e+00 1.037123208847870472e+02
2.189594879774704239e+00 -3.141592653589793116e+00 1.083325627995928500e+02
2.253061398029044149e+00 -3.141592653589793116e+00 1.130994076781213522e+02
2.316527916283383171e+00 -3.141592653589793116e+00 1.180128555985334060e+02
2.379994434537722192e+00 -3.141592653589793116e+00 1.230729066168091066e+02
2.443460952792061214e+00 -3.141592653589793116e+00 1.282795607730425900e+02
2.506927471046401124e+00 -3.141592653589793116e+00 1.336328180959500855e+02
2.570393989300740145e+00 -3.141592653589793116e+00 1.391326786060992617e+02
2.633860507555079167e+00 -3.141592653589793116e+00 1.447791423182212611e+02
2.697327025809418188e+00 -3.141592653589793116e+00 1.505722092428674728e+02
2.760793544063758098e+00 -3.141592653589793116e+00 1.565118793875951724e+02
2.824260062318097120e+00 -3.141592653589793116e+00 1.625981527578172461e+02
