-3.142 11.551
-3.106 11.614
-3.071 11.687
-3.036 11.772
-3.000 11.866
-2.965 11.953
-2.930 12.018
-2.895 12.052
-2.859 12.056
-2.824 12.043
-2.789 12.027
-2.753 12.022
-2.718 12.033
-2.683 12.056
-2.647 12.082
-2.612 12.100
-2.577 12.104
-2.542 12.097
-2.506 12.095
-2.471 12.112
-2.436 12.156
-2.400 12.222
-2.365 12.289
-2.330 12.333
-2.294 12.330
-2.259 12.271
-2.224 12.164
-2.189 12.035
-2.153 11.918
-2.118 11.837
-2.083 11.804
-2.047 11.806
-2.012 11.825
-1.977 11.845
-1.941 11.866
-1.906 11.896
-1.871 11.946
-1.836 12.013
-1.800 12.078
-1.765 12.116
-1.730 12.109
-1.694 12.053
-1.659 11.962
-1.624 11.850
-1.588 11.735
-1.553 11.625
-1.518 11.525
-1.483 11.439
-1.447 11.375
-1.412 11.345
-1.377 11.358
-1.341 11.414
-1.306 11.494
-1.271 11.569
-1.235 11.617
-1.200 11.629
-1.165 11.617
-1.130 11.600
-1.094 11.594
-1.059 11.604
-1.024 11.629
-0.988 11.666
-0.953 11.714
-0.918 11.778
-0.882 11.856
-0.847 11.945
-0.812 12.040
-0.777 12.140
-0.741 12.240
-0.706 12.339
-0.671 12.434
-0.635 12.524
-0.600 12.613
-0.565 12.709
-0.529 12.823
-0.494 12.959
-0.459 13.109
-0.424 13.259
-0.388 13.395
-0.353 13.509
-0.318 13.607
-0.282 13.696
-0.247 13.782
-0.212 13.863
-0.176 13.931
-0.141 13.981
-0.106 14.016
-0.071 14.045
-0.035 14.077
0.000 14.121
0.035 14.177
0.071 14.241
0.106 14.307
0.141 14.366
0.176 14.413
0.212 14.442
0.247 14.450
0.282 14.438
0.318 14.413
0.353 14.384
0.388 14.363
0.424 14.354
0.459 14.359
0.494 14.376
0.529 14.401
0.565 14.432
0.600 14.460
0.635 14.482
0.671 14.493
0.706 14.493
0.741 14.482
0.777 14.461
0.812 14.433
0.847 14.401
0.882 14.370
0.918 14.346
0.953 14.332
0.988 14.322
1.024 14.313
1.059 14.299
1.094 14.284
1.130 14.274
1.165 14.273
1.200 14.282
1.235 14.294
1.271 14.299
1.306 14.291
1.341 14.270
1.377 14.237
1.412 14.197
1.447 14.155
1.483 14.112
1.518 14.067
1.553 14.017
1.588 13.960
1.624 13.896
1.659 13.827
1.694 13.757
1.730 13.689
1.765 13.626
1.800 13.568
1.836 13.509
1.871 13.446
1.906 13.379
1.941 13.309
1.977 13.240
2.012 13.173
2.047 13.105
2.083 13.036
2.118 12.962
2.153 12.887
2.189 12.811
2.224 12.734
2.259 12.652
2.294 12.559
2.330 12.450
2.365 12.321
2.400 12.171
2.436 12.010
2.471 11.851
2.506 11.716
2.542 11.620
2.577 11.569
2.612 11.555
2.647 11.562
2.683 11.572
2.718 11.574
2.753 11.566
2.789 11.548
2.824 11.524
2.859 11.492
2.895 11.453
2.930 11.413
2.965 11.383
3.000 11.376
3.036 11.396
3.071 11.439
3.106 11.493
