#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  178
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  178
#! SET periodic_psi true
   -3.141592654   -3.141592654    4.486804481   -0.000000000   -0.000000000
   -3.106293860   -3.141592654    4.486804481   -0.000000000   -0.000000000
   -3.070995066   -3.141592654    4.486804481   -0.000000000   -0.000000000
   -3.035696272   -3.141592654    4.486804481   -0.000000000   -0.000000000
   -3.000397478   -3.141592654    4.486804481   -0.000000000   -0.000000000
   -2.965098684   -3.141592654    4.485681221   -0.111564341    0.038023489
   -2.929799890   -3.141592654    4.478972352   -0.293032865    0.112086634
   -2.894501097   -3.141592654    4.462702053   -0.669342605    0.291704001
   -2.859202303   -3.141592654    4.428414864   -1.323583278    0.670220399
   -2.823903509   -3.141592654    4.365977672   -2.250110947    1.359501201
   -2.788604715   -3.141592654    4.268591569   -3.251055004    2.434603524
   -2.753305921   -3.141592654    4.140458560   -3.909206852    3.849138994
   -2.718007127   -3.141592654    3.999862935   -3.868056575    5.471670265
   -2.682708333   -3.141592654    3.880032485   -2.757032218    6.856402007
   -2.647409540   -3.141592654    3.812428925   -1.011099393    7.637143822
   -2.612110746   -3.141592654    3.809649428    0.785287864    7.669654161
   -2.576811952   -3.141592654    3.858931823    1.837163701    6.965231860
   -2.541513158   -3.141592654    3.926378465    1.807836305    5.697647004
   -2.506214364   -3.141592654    3.974502908    0.803751078    3.990577758
   -2.470915570   -3.141592654    3.980283339   -0.478601706    1.947653592
   -2.435616776   -3.141592654    3.939516089   -1.724996856   -0.316321722
   -2.400317983   -3.141592654    3.862951630   -2.559782950   -2.674564263
   -2.365019189   -3.141592654    3.761277422   -3.186981807   -4.760446264
   -2.329720395   -3.141592654    3.636244061   -3.959387550   -6.137602389
   -2.294421601   -3.141592654    3.482575288   -4.741439677   -6.690371177
   -2.259122807   -3.141592654    3.308140262   -5.033160751   -6.325171398
   -2.223824013   -3.141592654    3.138366016   -4.392637179   -5.319663776
   -2.188525219   -3.141592654    3.011242780   -2.684563720   -4.074674910
   -2.153226425   -3.141592654    2.957762237   -0.316068005   -3.127744260
   -2.117927632   -3.141592654    2.988089588    1.914745524   -2.730597708
   -2.082628838   -3.141592654    3.077940380    2.949621749   -2.980372776
   -2.047330044   -3.141592654    3.179958833    2.591856765   -3.433589063
   -2.012031250   -3.141592654    3.242387640    0.634598025   -3.532524492
   -1.976732456   -3.141592654    3.219830076   -2.033651202   -2.806128928
   -1.941433662   -3.141592654    3.093732353   -5.133768515   -1.413438445
   -1.906134868   -3.141592654    2.859168682   -8.085335310    0.081663687
   -1.870836075   -3.141592654    2.530449351  -10.442776492    1.167502892
   -1.835537281   -3.141592654    2.130174408  -12.108190401    1.459803897
   -1.800238487   -3.141592654    1.694202336  -12.457373109    0.971220210
   -1.764939693   -3.141592654    1.273800202  -11.100992854    0.498513498
   -1.729640899   -3.141592654    0.926343867   -8.301165394    0.500324979
   -1.694342105   -3.141592654    0.699963863   -4.431057278    1.196952970
   -1.659043311   -3.141592654    0.612632434   -0.566665963    2.291907510
   -1.623744518   -3.141592654    0.650183191    2.493941410    3.430674877
   -1.588445724   -3.141592654    0.778225378    4.686362894    4.052686748
   -1.553146930   -3.141592654    0.980202606    6.735605404    4.088990882
   -1.517848136   -3.141592654    1.258763168    9.037815730    3.731755378
   -1.482549342   -3.141592654    1.616012981   11.106325205    3.426014082
   -1.447250548   -3.141592654    2.023227677   11.660963418    3.792788858
   -1.411951754   -3.141592654    2.412188692    9.838689111    5.287780556
   -1.376652961   -3.141592654    2.699310292    6.223228232    7.785606819
   -1.341354167   -3.141592654    2.845712218    2.086220388   11.142518660
   -1.306055373   -3.141592654    2.860230055   -0.952673955   14.493679234
   -1.270756579   -3.141592654    2.796926913   -2.433941617   17.398706700
   -1.235457785   -3.141592654    2.712697735   -2.172231277   19.255797801
   -1.200158991   -3.141592654    2.651063660   -1.208783271   20.010545710
   -1.164860197   -3.141592654    2.633714866    0.300121791   19.735615805
   -1.129561404   -3.141592654    2.676203006    2.223009332   18.494456619
   -1.094262610   -3.141592654    2.798080705    4.711534295   16.341342301
   -1.058963816   -3.141592654    3.009271890    7.172989393   13.594499666
   -1.023665022   -3.141592654    3.294035233    8.754803381   10.481714554
   -0.988366228   -3.141592654    3.609184436    8.880230126    7.386237531
   -0.953067434   -3.141592654    3.905122981    7.694080949    4.756909410
   -0.917768640   -3.141592654    4.142389649    5.650203692    2.748782150
   -0.882469847   -3.141592654    4.304322492    3.615488350    1.422346179
   -0.847171053   -3.141592654    4.402303460    2.023396490    0.666693270
   -0.811872259   -3.141592654    4.453771981    0.983467105    0.278035342
   -0.776573465   -3.141592654    4.475743241    0.390283591    0.093735931
   -0.741274671   -3.141592654    4.484634092    0.146842828    0.031460061
   -0.705975877   -3.141592654    4.486804481   -0.000000000   -0.000000000
   -0.670677083   -3.141592654    4.486804481   -0.000000000   -0.000000000
